p,vision_distance,alpha_size,alpha_duration,ks_duration,ks_size,D
0.027151,270,,,,,
0.027987,270,,,,,
0.007937,275,2.963452,3.0,0.031907,0.026814,2.522173
0.008772,275,2.610937,2.673413,0.0685,0.056697,1.9095469999999999
0.009607,275,2.238574,2.303467,0.073426,0.056114,1.1715809999999998
0.010443,275,1.899851,2.860107,0.085774,0.076262,1.4219940000000002
0.011278,275,1.6939,2.083813,0.078487,0.058219,0.4144190000000001
0.012114,275,1.378879,1.493204,0.093533,0.093256,0.814706
0.012949,275,1.227518,1.486804,0.186847,0.235278,1.207803
0.013784,275,2.430615,2.578418,0.086724,0.055016,1.650773
0.01462,275,,,,,
0.015455,275,,,,,
0.016291,275,,,,,
0.017126,275,,,,,
0.017962,275,,,,,
0.018797,275,,,,,
0.019632,275,,,,,
0.020468,275,,,,,
0.021303,275,,,,,
0.022139,275,,,,,
0.022974,275,,,,,
0.02381,275,,,,,
0.024645,275,,,,,
0.02548,275,,,,,
0.026316,275,,,,,
0.027151,275,,,,,
0.027987,275,,,,,
0.007937,280,3.0,3.0,0.029621,0.019099,2.5487200000000003
0.008772,280,2.754272,2.823047,0.04702,0.035638,2.1599769999999996
0.009607,280,2.795947,2.336572,0.097121,0.050334,1.779974
0.010443,280,2.315839,2.704102,0.051753,0.049806,1.6214999999999997
0.011278,280,1.64354,1.756382,0.087341,0.061253,0.5357519999999999
0.012114,280,1.336603,1.441369,0.110492,0.122203,0.9547230000000002
0.012949,280,1.448004,1.567396,0.152635,0.220923,0.8581579999999999
0.013784,280,,,,,
0.01462,280,,,,,
0.015455,280,,,,,
0.016291,280,,,,,
0.017126,280,,,,,
0.017962,280,,,,,
0.018797,280,,,,,
0.019632,280,,,,,
0.020468,280,,,,,
0.021303,280,,,,,
0.022139,280,,,,,
0.022974,280,,,,,
0.02381,280,,,,,
0.024645,280,,,,,
0.02548,280,,,,,
0.026316,280,,,,,
0.027151,280,,,,,
0.027987,280,,,,,
