vision_distance,n_agents,n_neurons,p,sigma_eff_mean,sigma_eff_std,susceptibility_mean,susceptibility_std,entropy_mean,entropy_std
40,256,64,0.01712615,0.33160385489463806,0.09134090095278459,0.027190024475567044,0.05014710372113875,0.06179692484438419,0.04240420949013018
40,256,64,0.01796157,0.5207442104816437,0.1024882981661271,11.972614538669585,5.733904756694701,1.5201833128929139,0.48671951104597794
40,256,64,0.01879699,0.7615662962198257,0.11286397660091933,113.4931427001953,26.973219648315702,3.473921704292297,0.5947012618645479
40,256,64,0.01963241,0.833708456158638,0.049235295127835935,159.73729972839357,39.0053513798275,3.8814821243286133,0.3239697155075228
40,256,64,0.02046784,0.8981475800275802,0.06653563524270716,197.48529739379882,48.99209453618609,4.16866945028305,0.4213548688713588
40,256,64,0.02130326,0.9033783078193665,0.06983430694875288,216.17051162719727,51.15419721493125,4.198640239238739,0.3647588169897903
40,256,64,0.02213868,0.9108847379684448,0.0644859289165552,224.93560867309571,51.53656206770016,4.166070640087128,0.4623572309905761
40,256,64,0.0229741,0.9334148168563843,0.03273266899483637,245.49210662841796,48.65765675048731,4.225324916839599,0.2582250015901164
40,256,64,0.02380952,0.9334156215190887,0.06948011368432278,262.0021202087402,71.47644173884436,4.225179767608642,0.45580783780712036
40,256,64,0.02464495,0.9459303766489029,0.08056952804935184,285.4229034423828,103.90613636723025,4.298934614658355,0.4921247608266032
40,256,64,0.02548037,0.9208870321512223,0.08131706012809116,239.6667854309082,67.78007563111836,3.9615137577056885,0.5147247345014354
40,256,64,0.02631579,0.9659448266029358,0.0572842160927747,247.41938171386718,79.67790970303878,4.10161783695221,0.3981149304743632
40,256,64,0.02715121,0.9458981484174729,0.05898621950952519,263.0641403198242,77.82976391806417,4.040794539451599,0.2971838815362707
40,256,64,0.02798663,0.9509188681840897,0.05922742555681077,267.3551628112793,81.63051925121972,4.084397220611573,0.4572068456408376
45,256,64,0.00793651,0.002500000037252903,0.010897247521233321,0.0010039850429166108,2.1729124456936684e-05,0.01145477844402194,0.000205005601960347
45,256,64,0.00877193,0.002500000037252903,0.010897247521233321,0.0010039850370958448,2.1729099084805517e-05,0.01145477844402194,0.000205005601960347
45,256,64,0.00960735,0.002500000037252903,0.010897247521233323,0.0010039850370958448,2.172909908480552e-05,0.01145477844402194,0.000205005601960347
45,256,64,0.01044277,0.010000000149011612,0.020000000298023225,0.0010189400345552713,3.9879989344633035e-05,0.011595873022451996,0.0003762521781027749
